"lot_id","plot_id","lot_number","purchased_rights","remaining_rights","status","notes"
"NYB2-L3","NYB2","3","1","3","Unoccupied",
"NYB2-L2","NYB2","2","1","3","Partially Occupied",
"NYB2-L1","NYB2","1","1","3","Unoccupied",
"NYB3-L6","NYB3","6","1","3","Partially Occupied",
"NYB3-L5","NYB3","5","1","3","Partially Occupied",
"NYB3-L4","NYB3","4","1","3","Partially Occupied",
"NYB3-L3","NYB3","3","3","1","Partially Occupied",
"NYB3-L2","NYB3","2","1","3","Unoccupied",
"NYB3-L1","NYB3","1","1","3","Unoccupied",
"NYB4-L5","NYB4","5","1","3","Partially Occupied",
"NYB4-L4","NYB4","4","1","3","Partially Occupied",
"NYB4-L3","NYB4","3","1","3","Partially Occupied",
"NYB4-L2","NYB4","2","1","3","Partially Occupied",
"NYB4-L1","NYB4","1","1","3","Partially Occupied",
"NYB5-L5","NYB5","5","1","3","Partially Occupied",
"NYB5-L4","NYB5","4","1","3","Partially Occupied",
"NYB5-L3","NYB5","3","1","3","Unoccupied",
"NYB5-L2","NYB5","2","1","3","Partially Occupied",
"NYB5-L1","NYB5","1","1","3","Partially Occupied",
"NYB6-L5","NYB6","5","1","3","Unoccupied",
"NYB6-L4","NYB6","4","1","3","Unoccupied",
"NYB6-L3","NYB6","3","1","3","Partially Occupied",
"NYB6-L2","NYB6","2","1","3","Partially Occupied",
"NYB6-L1","NYB6","1","1","3","Partially Occupied",
"NYB7-L5","NYB7","5","1","3","Partially Occupied",
"NYB7-L4","NYB7","4","2","2","Partially Occupied",
"NYB7-L3","NYB7","3","1","3","Partially Occupied",
"NYB7-L2","NYB7","2","1","3","Partially Occupied",
"NYB7-L1","NYB7","1","1","3","Partially Occupied",
"NYC1-L5","NYC1","5","1","3","Unoccupied",
"NYC1-L4","NYC1","4","1","3","Unoccupied",
"NYC1-L3","NYC1","3","1","3","Unoccupied",
"NYC1-L2","NYC1","2","1","3","Partially Occupied",
"NYC1-L1","NYC1","1","1","3","Partially Occupied",
"NYC2-L6","NYC2","6","1","3","Partially Occupied",
"NYC2-L5","NYC2","5","1","3","Partially Occupied",
"NYC2-L4","NYC2","4","1","3","Partially Occupied",
"NYC2-L3","NYC2","3","1","3","Partially Occupied",
"NYC2-L2","NYC2","2","1","3","Partially Occupied",
"NYC2-L1","NYC2","1","1","3","Partially Occupied",
"NYC3-L5","NYC3","5","1","3","Partially Occupied",
"NYC3-L4","NYC3","4","1","3","Partially Occupied",
"NYC3-L3","NYC3","3","1","3","Partially Occupied",
"NYC3-L2","NYC3","2","1","3","Partially Occupied",
"NYC3-L1","NYC3","1","1","3","Partially Occupied",
"NYC4-L5","NYC4","5","1","3","Partially Occupied",
"NYC4-L4","NYC4","4","1","3","Partially Occupied",
"NYC4-L3","NYC4","3","1","3","Partially Occupied",
"NYC4-L2","NYC4","2","1","3","Partially Occupied",
"NYC4-L1","NYC4","1","1","3","Partially Occupied",
"NYC5-L5","NYC5","5","1","3","Unoccupied",
"NYC5-L4","NYC5","4","1","3","Unoccupied",
"NYC5-L3","NYC5","3","1","3","Unoccupied",
"NYC5-L2","NYC5","2","1","3","Unoccupied",
"NYC5-L1","NYC5","1","1","3","Partially Occupied",
"NYC6-L5","NYC6","5","1","3","Unoccupied",
"NYC6-L4","NYC6","4","1","3","Partially Occupied",
"NYC6-L3","NYC6","3","1","3","Partially Occupied",
"NYC6-L2","NYC6","2","1","3","Partially Occupied",
"NYC6-L1","NYC6","1","1","3","Partially Occupied",
"NYC7-L5","NYC7","5","1","3","Unoccupied",
"NYC7-L4","NYC7","4","1","3","Partially Occupied",
"NYC7-L3","NYC7","3","1","3","Partially Occupied",
"NYC7-L2","NYC7","2","1","3","Partially Occupied",
"NYC7-L1","NYC7","1","1","3","Partially Occupied",
"NYD1-L6","NYD1","6","1","3","Partially Occupied",
"NYD1-L5","NYD1","5","1","3","Partially Occupied",
"NYD1-L4","NYD1","4","1","3","Partially Occupied",
"NYD1-L3","NYD1","3","1","3","Partially Occupied",
"NYD1-L2","NYD1","2","1","3","Partially Occupied",
"NYD1-L1","NYD1","1","1","3","Partially Occupied",
"NYD2-L5","NYD2","5","1","3","Unoccupied",
"NYD2-L4","NYD2","4","1","3","Unoccupied",
"NYD2-L3","NYD2","3","1","3","Partially Occupied",
"NYD2-L2","NYD2","2","1","3","Partially Occupied",
"NYD2-L1","NYD2","1","1","3","Partially Occupied",
"NYD3-L5","NYD3","5","1","3","Unoccupied",
"NYD3-L4","NYD3","4","1","3","Unoccupied",
"NYD3-L3","NYD3","3","1","3","Partially Occupied",
"NYD3-L2","NYD3","2","1","3","Partially Occupied",
"NYD3-L1","NYD3","1","1","3","Partially Occupied",
"NYD4-L5","NYD4","5","1","3","Partially Occupied",
"NYD4-L4","NYD4","4","1","3","Partially Occupied",
"NYD4-L3","NYD4","3","1","3","Partially Occupied",
"NYD4-L2","NYD4","2","1","3","Partially Occupied",
"NYD4-L1","NYD4","1","1","3","Partially Occupied",
"NYD5-L5","NYD5","5","1","3","Unoccupied",
"NYD5-L4","NYD5","4","1","3","Unoccupied",
"NYD5-L3","NYD5","3","1","3","Unoccupied",
"NYD5-L2","NYD5","2","1","3","Partially Occupied",
"NYD5-L1","NYD5","1","1","3","Partially Occupied",
"NYD6-L5","NYD6","5","1","3","Partially Occupied",
"NYD6-L4","NYD6","4","1","3","Partially Occupied",
"NYD6-L3","NYD6","3","1","3","Partially Occupied",
"NYD6-L2","NYD6","2","1","3","Partially Occupied",
"NYD6-L1","NYD6","1","1","3","Partially Occupied",
"NYD7-L5","NYD7","5","1","3","Unoccupied",
"NYD7-L4","NYD7","4","1","3","Unoccupied",
"NYD7-L3","NYD7","3","1","3","Partially Occupied",
"NYD7-L2","NYD7","2","1","3","Partially Occupied",
"NYD7-L1","NYD7","1","1","3","Partially Occupied",
"NYE1-L5","NYE1","5","1","3","Unoccupied",
"NYE1-L4","NYE1","4","1","3","Unoccupied",
"NYE1-L3","NYE1","3","1","3","Partially Occupied",
"NYE1-L2","NYE1","2","1","3","Partially Occupied",
"NYE1-L1","NYE1","1","1","3","Partially Occupied",
"NYE2-L5","NYE2","5","1","3","Unoccupied",
"NYE2-L4","NYE2","4","1","3","Unoccupied",
"NYE2-L3","NYE2","3","1","3","Unoccupied",
"NYE2-L2","NYE2","2","1","3","Unoccupied",
"NYE2-L1","NYE2","1","1","3","Unoccupied",
"NYE3-L5","NYE3","5","1","3","Partially Occupied",
"NYE3-L4","NYE3","4","1","3","Unoccupied","John J.A. Huntington 3/19/1858-12/17/1938 died in Litchfield. Brunswick Record obit says burial at Orr's Island. Possibly here."
"NYE3-L3","NYE3","3","1","3","Partially Occupied","Both buried at sea"
"NYE3-L2","NYE3","2","1","3","Unoccupied","Herbert Pye 9/21/1866- 7/12/1939 died in Portland. Obit says to be buried Orrs Island. Possibly here."
"NYE3-L1","NYE3","1","1","3","Partially Occupied",
"NYE4-L4","NYE4","4","1","3","Partially Occupied",
"NYE4-L3","NYE4","3","1","3","Partially Occupied",
"NYE4-L2","NYE4","2","1","3","Partially Occupied",
"NYE4-L1","NYE4","1","1","3","Partially Occupied",
"NYE5-L5","NYE5","5","1","3","Unoccupied",
"NYE5-L4","NYE5","4","1","3","Partially Occupied",
"NYE5-L3","NYE5","3","1","3","Partially Occupied",
"NYE5-L2","NYE5","2","1","3","Unoccupied",
"NYE5-L1","NYE5","1","1","3","Unoccupied",
"NYE6-L5","NYE6","5","0","4","Available","Unpurchased"
"NYE6-L4","NYE6","4","0","4","Available","Unpurchased"
"NYE6-L3","NYE6","3","0","4","Available","Unpurchased"
"NYE6-L2","NYE6","2","0","4","Available","Unpurchased"
"NYE6-L1","NYE6","1","1","3","Partially Occupied",
"NYE7-L5","NYE7","5","1","3","Partially Occupied",
"NYE7-L4","NYE7","4","1","3","Partially Occupied",
"NYE7-L3","NYE7","3","1","3","Unoccupied",
"NYE7-L2","NYE7","2","1","3","Unoccupied",
"NYE7-L1","NYE7","1","1","3","Unoccupied",
"NYF1-L5","NYF1","5","1","3","Unoccupied",
"NYF1-L4","NYF1","4","1","3","Unoccupied",
"NYF1-L3","NYF1","3","1","3","Partially Occupied",
"NYF1-L2","NYF1","2","1","3","Partially Occupied",
"NYF1-L1","NYF1","1","1","3","Partially Occupied",
"NYF2-L6","NYF2","6","1","3","Partially Occupied",
"NYF2-L5","NYF2","5","1","3","Partially Occupied",
"NYF2-L4","NYF2","4","1","3","Partially Occupied",
"NYF2-L3","NYF2","3","1","3","Partially Occupied",
"NYF2-L2","NYF2","2","1","3","Partially Occupied",
"NYF2-L1","NYF2","1","3","1","Partially Occupied",
"NYF3-L5","NYF3","5","1","3","Unoccupied",
"NYF3-L4","NYF3","4","1","3","Partially Occupied",
"NYF3-L3","NYF3","3","1","3","Partially Occupied",
"NYF3-L2","NYF3","2","1","3","Partially Occupied",
"NYF3-L1","NYF3","1","1","3","Partially Occupied",
"NYF4-L5","NYF4","5","1","3","Unoccupied",
"NYF4-L4","NYF4","4","1","3","Partially Occupied",
"NYF4-L3","NYF4","3","1","3","Partially Occupied",
"NYF4-L2","NYF4","2","1","3","Partially Occupied",
"NYF4-L1","NYF4","1","1","3","Partially Occupied",
"NYF5-L5","NYF5","5","1","3","Unoccupied",
"NYF5-L4","NYF5","4","1","3","Partially Occupied",
"NYF5-L3","NYF5","3","1","3","Partially Occupied",
"NYF5-L2","NYF5","2","1","3","Partially Occupied",
"NYF5-L1","NYF5","1","1","3","Partially Occupied",
"NYF6-L5","NYF6","5","1","3","Partially Occupied",
"NYF6-L4","NYF6","4","1","3","Partially Occupied",
"NYF6-L3","NYF6","3","1","3","Partially Occupied",
"NYF6-L2","NYF6","2","1","3","Partially Occupied",
"NYF6-L1","NYF6","1","1","3","Partially Occupied",
"NYF7-L5","NYF7","5","1","3","Unoccupied",
"NYF7-L4","NYF7","4","1","3","Unoccupied",
"NYF7-L3","NYF7","3","1","3","Unoccupied",
"NYF7-L2","NYF7","2","1","3","Unoccupied",
"NYF7-L1","NYF7","1","1","3","Unoccupied",
"NYG1-L5","NYG1","5","1","3","Unoccupied",
"NYG1-L4","NYG1","4","1","3","Unoccupied",
"NYG1-L3","NYG1","3","1","3","Unoccupied",
"NYG1-L2","NYG1","2","1","3","Unoccupied",
"NYG1-L1","NYG1","1","1","3","Unoccupied",
"NYG2-L5","NYG2","5","1","3","Partially Occupied",
"NYG2-L4","NYG2","4","1","3","Partially Occupied",
"NYG2-L3","NYG2","3","1","3","Partially Occupied",
"NYG2-L2","NYG2","2","1","3","Partially Occupied",
"NYG2-L1","NYG2","1","1","3","Partially Occupied",
"NYG3-L5","NYG3","5","1","3","Unoccupied",
"NYG3-L4","NYG3","4","1","3","Unoccupied",
"NYG3-L3","NYG3","3","1","3","Unoccupied",
"NYG3-L2","NYG3","2","1","3","Unoccupied",
"NYG3-L1","NYG3","1","1","3","Unoccupied",
"NYG4-L6","NYG4","6","1","3","Partially Occupied",
"NYG4-L5","NYG4","5","1","3","Partially Occupied",
"NYG4-L4","NYG4","4","1","3","Partially Occupied",
"NYG4-L3","NYG4","3","1","3","Partially Occupied",
"NYG4-L2","NYG4","2","1","3","Partially Occupied",
"NYG4-L1","NYG4","1","1","3","Partially Occupied",
"NYG5-L5","NYG5","5","2","2","Partially Occupied",
"NYG5-L4","NYG5","4","1","3","Partially Occupied",
"NYG5-L3","NYG5","3","1","3","Partially Occupied",
"NYG5-L2","NYG5","2","1","3","Partially Occupied",
"NYG5-L1","NYG5","1","1","3","Partially Occupied",
"NYG6-L5","NYG6","5","1","3","Partially Occupied",
"NYG6-L4","NYG6","4","1","3","Partially Occupied",
"NYG6-L3","NYG6","3","1","3","Unoccupied",
"NYG6-L2","NYG6","2","1","3","Unoccupied",
"NYG6-L1","NYG6","1","1","3","Unoccupied",
"NYG7-L5","NYG7","5","1","3","Unoccupied",
"NYG7-L4","NYG7","4","1","3","Unoccupied",
"NYG7-L3","NYG7","3","1","3","Partially Occupied",
"NYG7-L2","NYG7","2","1","3","Partially Occupied",
"NYG7-L1","NYG7","1","1","3","Unoccupied",
"NYH1-L5","NYH1","5","1","3","Unoccupied",
"NYH1-L4","NYH1","4","1","3","Unoccupied",
"NYH1-L3","NYH1","3","1","3","Partially Occupied",
"NYH1-L2","NYH1","2","1","3","Partially Occupied",
"NYH1-L1","NYH1","1","1","3","Partially Occupied",
"NYH2-L5","NYH2","5","1","3","Unoccupied",
"NYH2-L4","NYH2","4","1","3","Unoccupied",
"NYH2-L3","NYH2","3","1","3","Unoccupied",
"NYH2-L2","NYH2","2","1","3","Unoccupied",
"NYH2-L1","NYH2","1","1","3","Unoccupied",
"NYH3-L5","NYH3","5","1","3","Partially Occupied",
"NYH3-L4","NYH3","4","1","3","Partially Occupied",
"NYH3-L3","NYH3","3","1","3","Unoccupied",
"NYH3-L2","NYH3","2","1","3","Partially Occupied",
"NYH3-L1","NYH3","1","1","3","Partially Occupied",
"NYH4-L5","NYH4","5","1","3","Unoccupied",
"NYH4-L4","NYH4","4","1","3","Unoccupied",
"NYH4-L3","NYH4","3","1","3","Unoccupied",
"NYH4-L2","NYH4","2","1","3","Partially Occupied",
"NYH4-L1","NYH4","1","1","3","Partially Occupied",
"NYH5-L5","NYH5","5","1","3","Unoccupied",
"NYH5-L4","NYH5","4","1","3","Partially Occupied",
"NYH5-L3","NYH5","3","1","3","Partially Occupied",
"NYH5-L2","NYH5","2","2","2","Partially Occupied",
"NYH5-L1","NYH5","1","1","3","Partially Occupied",
"NYH6-L5","NYH6","5","1","3","Unoccupied",
"NYH6-L4","NYH6","4","1","3","Partially Occupied",
"NYH6-L3","NYH6","3","1","3","Partially Occupied",
"NYH6-L2","NYH6","2","1","3","Partially Occupied",
"NYH6-L1","NYH6","1","1","3","Partially Occupied",
"NYH7-L5","NYH7","5","1","3","Partially Occupied",
"NYH7-L4","NYH7","4","1","3","Unoccupied",
"NYH7-L3","NYH7","3","1","3","Partially Occupied",
"NYH7-L2","NYH7","2","1","3","Partially Occupied",
"NYH7-L1","NYH7","1","1","3","Partially Occupied",
"OYA1-L4","OYA1","4","1","3","Unoccupied",
"OYA1-L3","OYA1","3","1","3","Unoccupied",
"OYA1-L2","OYA1","2","1","3","Partially Occupied",
"OYA1-L1","OYA1","1","1","3","Partially Occupied",
"OYA2-L4","OYA2","4","1","3","Unoccupied",
"OYA2-L3","OYA2","3","1","3","Unoccupied",
"OYA2-L2","OYA2","2","1","3","Unoccupied",
"OYA2-L1","OYA2","1","1","3","Unoccupied",
"OYA3-L2","OYA3","2","0","4","Available","Unpurchased"
"OYA3-L1","OYA3","1","0","4","Available","Unpurchased"
"OYB1-L4","OYB1","4","1","3","Partially Occupied",
"OYB1-L3","OYB1","3","1","3","Unoccupied",
"OYB1-L2","OYB1","2","1","3","Partially Occupied",
"OYB1-L1","OYB1","1","1","3","Partially Occupied",
"OYB2-L4","OYB2","4","1","3","Partially Occupied",
"OYB2-L3","OYB2","3","1","3","Partially Occupied",
"OYB2-L2","OYB2","2","1","3","Partially Occupied",
"OYB2-L1","OYB2","1","1","3","Partially Occupied",
"OYB3-L4","OYB3","4","1","3","Unoccupied",
"OYB3-L3","OYB3","3","1","3","Unoccupied",
"OYB3-L2","OYB3","2","1","3","Partially Occupied",
"OYB3-L1","OYB3","1","1","3","Partially Occupied",
"OYB4-L4","OYB4","4","1","3","Partially Occupied",
"OYB4-L3","OYB4","3","1","3","Unoccupied",
"OYB4-L2","OYB4","2","1","3","Partially Occupied",
"OYB4-L1","OYB4","1","1","3","Partially Occupied",
"OYB5-L2","OYB5","2","1","3","Unoccupied",
"OYB5-L1","OYB5","1","1","3","Partially Occupied",
"OYC1-L4","OYC1","4","1","3","Partially Occupied",
"OYC1-L3","OYC1","3","1","3","Partially Occupied",
"OYC1-L2","OYC1","2","1","3","Partially Occupied",
"OYC1-L1","OYC1","1","1","3","Partially Occupied",
"OYC2-L4","OYC2","4","1","3","Unoccupied",
"OYC2-L3","OYC2","3","1","3","Partially Occupied",
"OYC2-L2","OYC2","2","1","3","Partially Occupied",
"OYC2-L1","OYC2","1","1","3","Partially Occupied",
"OYC3-L5","OYC3","5","1","3","Partially Occupied",
"OYC3-L4","OYC3","4","1","3","Partially Occupied",
"OYC3-L3","OYC3","3","1","3","Partially Occupied",
"OYC3-L2","OYC3","2","1","3","Partially Occupied",
"OYC3-L1","OYC3","1","1","3","Partially Occupied",
"OYC4-L4","OYC4","4","1","3","Partially Occupied",
"OYC4-L3","OYC4","3","1","3","Unoccupied",
"OYC4-L2","OYC4","2","1","3","Unoccupied",
"OYC4-L1","OYC4","1","1","3","Unoccupied",
"OYC5-L4","OYC5","4","1","3","Unoccupied",
"OYC5-L3","OYC5","3","1","3","Partially Occupied",
"OYC5-L2","OYC5","2","1","3","Partially Occupied",
"OYC5-L1","OYC5","1","1","3","Partially Occupied",
"OYC6-L4","OYC6","4","1","3","Partially Occupied",
"OYC6-L3","OYC6","3","1","3","Partially Occupied",
"OYC6-L2","OYC6","2","2","2","Partially Occupied",
"OYC6-L1","OYC6","1","3","1","Partially Occupied",
"OYC7-L2","OYC7","2","1","3","Unoccupied",
"OYC7-L1","OYC7","1","1","3","Partially Occupied",
"OYD1-L4","OYD1","4","1","3","Partially Occupied","Daughter and unnamed baby of Charles W. Starbird and Florance Wyer Starbird"
"OYD1-L3","OYD1","3","1","3","Partially Occupied",
"OYD1-L2","OYD1","2","1","3","Partially Occupied",
"OYD1-L1","OYD1","1","1","3","Partially Occupied",
"OYD10-L4","OYD10","4","1","3","Unoccupied",
"OYD10-L3","OYD10","3","1","3","Partially Occupied",
"OYD10-L2","OYD10","2","1","3","Partially Occupied",
"OYD10-L1","OYD10","1","1","3","Partially Occupied",
"OYD2-L4","OYD2","4","1","3","Unoccupied",
"OYD2-L3","OYD2","3","1","3","Unoccupied",
"OYD2-L2","OYD2","2","1","3","Partially Occupied",
"OYD2-L1","OYD2","1","1","3","Partially Occupied",
"OYD3-L5","OYD3","5","1","3","Partially Occupied","Believe buried in Pineland Cemetery, New Gloucester, Maine"
"OYD3-L4","OYD3","4","1","3","Partially Occupied",
"OYD3-L3","OYD3","3","1","3","Partially Occupied",
"OYD3-L2","OYD3","2","1","3","Partially Occupied",
"OYD3-L1","OYD3","1","1","3","Partially Occupied",
"OYD4-L5","OYD4","5","1","3","Partially Occupied",
"OYD4-L4","OYD4","4","1","3","Partially Occupied",
"OYD4-L3","OYD4","3","1","3","Partially Occupied",
"OYD4-L2","OYD4","2","1","3","Partially Occupied",
"OYD4-L1","OYD4","1","1","3","Partially Occupied",
"OYD5-L2","OYD5","2","0","4","Available","Unpurchased"
"OYD5-L1","OYD5","1","0","4","Available","Unpurchased"
"OYD6-L4","OYD6","4","1","3","Partially Occupied",
"OYD6-L3","OYD6","3","1","3","Partially Occupied",
"OYD6-L2","OYD6","2","1","3","Partially Occupied",
"OYD6-L1","OYD6","1","1","3","Partially Occupied",
"OYD7-L4","OYD7","4","0","4","Available","Unpurchased"
"OYD7-L3","OYD7","3","1","3","Partially Occupied",
"OYD7-L2","OYD7","2","1","3","Unoccupied",
"OYD7-L1","OYD7","1","1","3","Partially Occupied",
"OYD8-L4","OYD8","4","1","3","Unoccupied",
"OYD8-L3","OYD8","3","1","3","Partially Occupied",
"OYD8-L2","OYD8","2","1","3","Unoccupied",
"OYD8-L1","OYD8","1","1","3","Unoccupied",
"OYD9-L4","OYD9","4","1","3","Unoccupied",
"OYD9-L3","OYD9","3","1","3","Partially Occupied",
"OYD9-L2","OYD9","2","1","3","Partially Occupied",
"OYD9-L1","OYD9","1","1","3","Partially Occupied",
"OYE1-L4","OYE1","4","0","4","Available","Unpurchased"
"OYE1-L3","OYE1","3","0","4","Available","Unpurchased"
"OYE1-L2","OYE1","2","0","4","Available","Unpurchased"
"OYE1-L1","OYE1","1","0","4","Available","Unpurchased"
"OYE10-L4","OYE10","4","1","3","Partially Occupied",
"OYE10-L3","OYE10","3","1","3","Partially Occupied",
"OYE10-L2","OYE10","2","1","3","Partially Occupied",
"OYE10-L1","OYE10","1","1","3","Partially Occupied",
"OYE11-L4","OYE11","4","1","3","Unoccupied",
"OYE11-L3","OYE11","3","1","3","Partially Occupied",
"OYE11-L2","OYE11","2","1","3","Partially Occupied",
"OYE11-L1","OYE11","1","1","3","Partially Occupied",
"OYE12-L4","OYE12","4","1","3","Partially Occupied",
"OYE12-L3","OYE12","3","1","3","Unoccupied",
"OYE12-L2","OYE12","2","1","3","Partially Occupied",
"OYE12-L1","OYE12","1","1","3","Partially Occupied",
"OYE2-L4","OYE2","4","1","3","Partially Occupied",
"OYE2-L3","OYE2","3","1","3","Partially Occupied",
"OYE2-L2","OYE2","2","1","3","Partially Occupied",
"OYE2-L1","OYE2","1","1","3","Partially Occupied",
"OYE3-L4","OYE3","4","1","3","Unoccupied",
"OYE3-L3","OYE3","3","1","3","Partially Occupied",
"OYE3-L2","OYE3","2","1","3","Partially Occupied",
"OYE3-L1","OYE3","1","1","3","Partially Occupied",
"OYE4-L4","OYE4","4","1","3","Unoccupied",
"OYE4-L3","OYE4","3","1","3","Partially Occupied",
"OYE4-L2","OYE4","2","1","3","Partially Occupied",
"OYE4-L1","OYE4","1","1","3","Partially Occupied",
"OYE5-L4","OYE5","4","1","3","Partially Occupied",
"OYE5-L3","OYE5","3","1","3","Partially Occupied",
"OYE5-L2","OYE5","2","1","3","Unoccupied",
"OYE5-L1","OYE5","1","1","3","Partially Occupied",
"OYE6-L5","OYE6","5","1","3","Unoccupied",
"OYE6-L4","OYE6","4","1","3","Unoccupied",
"OYE6-L3","OYE6","3","1","3","Unoccupied",
"OYE6-L2","OYE6","2","1","3","Partially Occupied",
"OYE6-L1","OYE6","1","1","3","Partially Occupied",
"OYE7-L5","OYE7","5","1","3","Partially Occupied",
"OYE7-L4","OYE7","4","1","3","Partially Occupied",
"OYE7-L3","OYE7","3","1","3","Partially Occupied",
"OYE7-L2","OYE7","2","1","3","Partially Occupied",
"OYE7-L1","OYE7","1","1","3","Partially Occupied",
"OYE8-L4","OYE8","4","1","3","Partially Occupied",
"OYE8-L3","OYE8","3","1","3","Partially Occupied",
"OYE8-L2","OYE8","2","0","4","Available","Unpurchased"
"OYE8-L1","OYE8","1","1","3","Partially Occupied",
"OYE9-L4","OYE9","4","1","3","Partially Occupied",
"OYE9-L3","OYE9","3","1","3","Partially Occupied",
"OYE9-L2","OYE9","2","1","3","Partially Occupied",
"OYE9-L1","OYE9","1","1","3","Partially Occupied",
"OYF1-L6","OYF1","6","1","3","Partially Occupied",
"OYF1-L5","OYF1","5","1","3","Partially Occupied",
"OYF1-L4","OYF1","4","1","3","Partially Occupied",
"OYF1-L3","OYF1","3","1","3","Partially Occupied",
"OYF1-L2","OYF1","2","1","3","Partially Occupied",
"OYF1-L1","OYF1","1","1","3","Partially Occupied",
"OYF10-L4","OYF10","4","1","3","Partially Occupied",
"OYF10-L3","OYF10","3","1","3","Partially Occupied",
"OYF10-L2","OYF10","2","1","3","Partially Occupied",
"OYF10-L1","OYF10","1","1","3","Partially Occupied",
"OYF11-L7","OYF11","7","1","3","Partially Occupied",
"OYF11-L6","OYF11","6","1","3","Partially Occupied",
"OYF11-L5","OYF11","5","1","3","Partially Occupied",
"OYF11-L4","OYF11","4","1","3","Partially Occupied",
"OYF11-L3","OYF11","3","1","3","Partially Occupied",
"OYF11-L2","OYF11","2","1","3","Partially Occupied",
"OYF11-L1","OYF11","1","1","3","Partially Occupied",
"OYF12-L2","OYF12","2","1","3","Partially Occupied",
"OYF12-L1","OYF12","1","1","3","Partially Occupied",
"OYF2-L5","OYF2","5","1","3","Partially Occupied",
"OYF2-L4","OYF2","4","1","3","Partially Occupied",
"OYF2-L3","OYF2","3","1","3","Partially Occupied",
"OYF2-L2","OYF2","2","1","3","Partially Occupied",
"OYF2-L1","OYF2","1","1","3","Partially Occupied",
"OYF3-L4","OYF3","4","1","3","Partially Occupied",
"OYF3-L3","OYF3","3","1","3","Partially Occupied",
"OYF3-L2","OYF3","2","1","3","Partially Occupied",
"OYF3-L1","OYF3","1","1","3","Partially Occupied",
"OYF4-L4","OYF4","4","1","3","Partially Occupied",
"OYF4-L3","OYF4","3","1","3","Partially Occupied",
"OYF4-L2","OYF4","2","1","3","Partially Occupied",
"OYF4-L1","OYF4","1","1","3","Partially Occupied",
"OYF5-L4","OYF5","4","1","3","Unoccupied",
"OYF5-L3","OYF5","3","1","3","Unoccupied",
"OYF5-L2","OYF5","2","1","3","Partially Occupied",
"OYF5-L1","OYF5","1","1","3","Partially Occupied",
"OYF6-L4","OYF6","4","1","3","Partially Occupied",
"OYF6-L3","OYF6","3","1","3","Partially Occupied",
"OYF6-L2","OYF6","2","1","3","Unoccupied",
"OYF6-L1","OYF6","1","1","3","Partially Occupied",
"OYF7-L4","OYF7","4","1","3","Partially Occupied",
"OYF7-L3","OYF7","3","1","3","Partially Occupied",
"OYF7-L2","OYF7","2","1","3","Partially Occupied",
"OYF7-L1","OYF7","1","1","3","Partially Occupied",
"OYF8-L4","OYF8","4","1","3","Partially Occupied",
"OYF8-L3","OYF8","3","1","3","Partially Occupied",
"OYF8-L2","OYF8","2","1","3","Partially Occupied",
"OYF8-L1","OYF8","1","1","3","Partially Occupied",
"OYF9-L4","OYF9","4","1","3","Partially Occupied",
"OYF9-L3","OYF9","3","1","3","Partially Occupied",
"OYF9-L2","OYF9","2","1","3","Unoccupied",
"OYF9-L1","OYF9","1","1","3","Partially Occupied",
"OYG1-L4","OYG1","4","1","3","Unoccupied",
"OYG1-L3","OYG1","3","1","3","Unoccupied",
"OYG1-L2","OYG1","2","1","3","Unoccupied",
"OYG1-L1","OYG1","1","1","3","Unoccupied",
"OYG10-L4","OYG10","4","1","3","Partially Occupied",
"OYG10-L3","OYG10","3","1","3","Partially Occupied",
"OYG10-L2","OYG10","2","1","3","Partially Occupied",
"OYG10-L1","OYG10","1","1","3","Partially Occupied",
"OYG11-L5","OYG11","5","1","3","Unoccupied",
"OYG11-L4","OYG11","4","1","3","Unoccupied",
"OYG11-L3","OYG11","3","1","3","Partially Occupied",
"OYG11-L2","OYG11","2","1","3","Unoccupied",
"OYG11-L1","OYG11","1","1","3","Unoccupied",
"OYG12-L4","OYG12","4","1","3","Partially Occupied",
"OYG12-L3","OYG12","3","1","3","Partially Occupied",
"OYG12-L2","OYG12","2","1","3","Partially Occupied",
"OYG12-L1","OYG12","1","1","3","Partially Occupied",
"OYG2-L4","OYG2","4","1","3","Unoccupied",
"OYG2-L3","OYG2","3","1","3","Unoccupied",
"OYG2-L2","OYG2","2","1","3","Partially Occupied",
"OYG2-L1","OYG2","1","1","3","Unoccupied",
"OYG3-L4","OYG3","4","1","3","Partially Occupied",
"OYG3-L3","OYG3","3","1","3","Partially Occupied",
"OYG3-L2","OYG3","2","1","3","Unoccupied",
"OYG3-L1","OYG3","1","1","3","Partially Occupied",
"OYG4-L4","OYG4","4","1","3","Unoccupied",
"OYG4-L3","OYG4","3","1","3","Unoccupied",
"OYG4-L2","OYG4","2","1","3","Unoccupied",
"OYG4-L1","OYG4","1","1","3","Partially Occupied",
"OYG5-L4","OYG5","4","1","3","Partially Occupied",
"OYG5-L3","OYG5","3","1","3","Partially Occupied",
"OYG5-L2","OYG5","2","1","3","Partially Occupied",
"OYG5-L1","OYG5","1","1","3","Partially Occupied",
"OYG6-L4","OYG6","4","1","3","Unoccupied",
"OYG6-L3","OYG6","3","1","3","Partially Occupied",
"OYG6-L2","OYG6","2","1","3","Partially Occupied",
"OYG6-L1","OYG6","1","1","3","Partially Occupied",
"OYG7-L4","OYG7","4","1","3","Partially Occupied",
"OYG7-L3","OYG7","3","1","3","Partially Occupied",
"OYG7-L2","OYG7","2","1","3","Partially Occupied",
